data_name,lambda_fuse,lambda_fuse_effective,n_samples,n_eval_samples,n_features,objective_last,neg_loglik_last,primal_residual_last,dual_residual_last,primal_tolerance_last,dual_tolerance_last,returned_iter,returned_from,returned_objective,returned_neg_loglik,returned_primal_residual,returned_dual_residual,returned_primal_tolerance,returned_dual_tolerance,stopping_reason,n_admm_iter,c_td,c_td_train,c_td_test,n_change_points,n_params,result_path,converged,bic_eligible,bic,rho,max_admm_iter,clip_eta
fine_grid_seed_50,0.0240822468528069,24.0822468528069,1000,1000,3,1581.692544514224,1562.4418553916098,0.0005912693328600677,0.0,0.0008824084441840935,0.08797731826788874,164,converged_iterate,1581.692544514224,1562.4418553916098,0.0005912693328600677,0.0,0.0008824084441840935,0.08797731826788874,residual_converged,165,0.7028872558420415,0.7116074549702869,0.7028872558420415,10,21,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/fine_grid_seed_50/lambda_0.0240822468528069/result.json,True,True,3269.9465716418445,1.0,1000,20
off_grid_seed_48,0.0240822468528069,24.0822468528069,1000,1000,3,1582.6494816791305,1562.0287034511234,0.0008550489992211339,0.0,0.0008786121428009844,0.11058723510987434,235,converged_iterate,1582.6494816791305,1562.0287034511234,0.0008550489992211339,0.0,0.0008786121428009844,0.11058723510987434,residual_converged,236,0.7067225824409732,0.7038864119177053,0.7067225824409732,19,30,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/off_grid_seed_48/lambda_0.0240822468528069/result.json,True,True,3331.290065271711,1.0,1000,20
oracle_seed_50,0.03,30.0,1000,1000,3,1582.735033646953,1557.6326785766369,0.0004808685931254015,0.0,0.0007458503382082057,0.14756393267562207,107,converged_iterate,1582.735033646953,1557.6326785766369,0.0004808685931254015,0.0,0.0007458503382082057,0.14756393267562207,residual_converged,108,0.7015244188561146,0.7115236407271806,0.7015244188561146,10,21,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/oracle_seed_50/lambda_0.03/result.json,True,True,3260.3282180118986,1.0,1000,20
oracle_seed_48,0.0617800850567412,61.7800850567412,1000,1000,3,1583.9488196217287,1556.6707201825186,0.0002254041455717156,0.1002038566696954,0.0006738279910258056,0.13392553613945474,65,converged_iterate,1583.9488196217287,1556.6707201825186,0.0002254041455717156,0.1002038566696954,0.0006738279910258056,0.13392553613945474,residual_converged,66,0.7132632552732512,0.7113029344489684,0.7132632552732512,3,14,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/oracle_seed_48/lambda_0.0617800850567412/result.json,True,True,3210.050014270787,1.0,1000,20
small_seed_61,0.03,30.0,1000,1000,3,1584.6415850691149,1567.1353324059378,0.0001068872684359401,0.0,0.0007458191748531956,0.235689649940386,563,converged_iterate,1584.6415850691149,1567.1353324059378,0.0001068872684359401,0.0,0.0007458191748531956,0.235689649940386,residual_converged,564,0.6831978529481237,0.7107313379980706,0.6831978529481237,32,43,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/small_seed_61/lambda_0.03/result.json,True,True,3431.3041418081075,1.0,1000,20
oracle_seed_46,0.0193318204493176,19.3318204493176,1000,1000,3,1587.2360423562673,1536.6488664854035,5.572756979560851e-17,0.0,0.0013260742030255955,0.09899759377305442,69,converged_iterate,1587.2360423562673,1536.6488664854035,5.572756979560851e-17,0.0,0.0013260742030255955,0.09899759377305442,residual_converged,70,0.6939298166914748,0.71644534573193,0.6939298166914748,15,26,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/oracle_seed_46/lambda_0.0193318204493176/result.json,True,True,3252.8993702243424,1.0,1000,20
off_grid_seed_57,0.0215766927997459,21.5766927997459,1000,1000,3,1590.1043889504992,1564.7987543227061,0.0009033691790940201,0.04229019171743902,0.001036944195637839,0.08447777357813725,255,converged_iterate,1590.1043889504992,1564.7987543227061,0.0009033691790940201,0.04229019171743902,0.001036944195637839,0.08447777357813725,residual_converged,256,0.7064750510170495,0.6962308334521167,0.7064750510170495,12,23,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/off_grid_seed_57/lambda_0.0215766927997459/result.json,True,True,3288.4758800620016,1.0,1000,20
fine_grid_seed_52,0.0193318204493176,19.3318204493176,1000,1000,3,1594.1868902327976,1531.0259515431082,4.0498965809543375e-05,2.864289338439558e-14,0.0014275984177392377,0.14774035410985348,105,converged_iterate,1594.1868902327976,1531.0259515431082,4.0498965809543375e-05,2.864289338439558e-14,0.0014275984177392377,0.14774035410985348,residual_converged,106,0.707093000743843,0.7191871519413512,0.707093000743843,32,43,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/fine_grid_seed_52/lambda_0.0193318204493176/result.json,True,True,3359.0853800824484,1.0,1000,20
oracle_seed_52,0.033838346190165,33.838346190165,1000,1000,3,1594.6296650910253,1536.0081131877612,0.0009121500224421149,0.03492433884547448,0.0011384597778752955,0.14448190962370283,60,converged_iterate,1594.6296650910253,1536.0081131877612,0.0009121500224421149,0.03492433884547448,0.0011384597778752955,0.14448190962370283,residual_converged,61,0.705686831942449,0.7164814788284148,0.705686831942449,10,21,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/oracle_seed_52/lambda_0.033838346190165/result.json,True,True,3217.079087234147,1.0,1000,20
small_seed_56,0.0139038917031591,13.9038917031591,1000,1000,3,1599.1175399442905,1568.0432112191634,7.169676660266633e-05,0.0,0.0010670046906020368,0.12057675144904881,68,converged_iterate,1599.1175399442905,1568.0432112191634,7.169676660266633e-05,0.0,0.0010670046906020368,0.12057675144904881,residual_converged,69,0.674583306284082,0.689794375966307,0.674583306284082,32,43,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/small_seed_56/lambda_0.0139038917031591/result.json,True,True,3433.1198994345586,1.0,1000,20
oracle_seed_49,0.0193318204493176,19.3318204493176,1000,1000,3,1603.5331186395895,1544.9821332779447,7.343435057440258e-17,0.0,0.0013332558747217492,0.09899759377305443,53,converged_iterate,1603.5331186395895,1544.9821332779447,7.343435057440258e-17,0.0,0.0013332558747217492,0.09899759377305443,residual_converged,54,0.691115385006767,0.7099202047852633,0.691115385006767,15,26,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/oracle_seed_49/lambda_0.0193318204493176/result.json,True,True,3269.565903809425,1.0,1000,20
small_seed_55,0.0547722557505166,54.7722557505166,1000,1000,3,1611.6512678634656,1596.4621158176305,0.022060919046082872,7.824337762121722,0.0006756581576926856,0.09985790106896468,909,best_iterate,1607.1231829621936,1598.2803020596448,0.0020892675915417914,1.1462488706210605,0.000661480166295929,0.09973100216673912,max_iter,1000,0.6880145160504652,0.6965489561707858,0.6880145160504652,4,15,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/small_seed_55/lambda_0.0547722557505166/result.json,False,False,,1.0,1000,20
small_seed_43,0.0003,0.3,1000,1000,3,1611.9677058762732,1610.3096643605618,0.0006592311141441209,0.0,0.001812207101730895,0.003153827449950685,32,converged_iterate,1611.9677058762732,1610.3096643605618,0.0006592311141441209,0.0,0.001812207101730895,0.003153827449950685,residual_converged,33,0.6930635568181588,0.689544579858884,0.6930635568181588,32,43,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/small_seed_43/lambda_0.0003/result.json,True,True,3517.6528057173555,1.0,1000,20
small_seed_51,0.0240822468528069,24.0822468528069,1000,1000,3,1614.3086902697858,1605.3968531938226,0.0003875398428826528,0.0,0.0007376138890867032,0.07077166894957124,407,converged_iterate,1614.3086902697858,1605.3968531938226,0.0003875398428826528,0.0,0.0007376138890867032,0.07077166894957124,residual_converged,408,0.6775927204777187,0.6968105930233507,0.6775927204777187,8,19,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/small_seed_51/lambda_0.0240822468528069/result.json,True,True,3342.0410566883056,1.0,1000,20
small_seed_47,0.0001,0.1,1000,1000,3,1615.0195477598159,1614.4484142298102,1.2018516789897274e-17,0.0,0.0019517941587517912,0.0016099504938362082,23,converged_iterate,1615.0195477598159,1614.4484142298102,1.2018516789897274e-17,0.0,0.0019517941587517912,0.0016099504938362082,residual_converged,24,0.6711377921424047,0.6806511012767689,0.6711377921424047,33,44,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/small_seed_47/lambda_0.0001/result.json,True,True,3532.8380607348345,1.0,1000,20
small_seed_52,0.22811088413887,228.11088413887,1000,1000,3,1615.165477957323,1615.002586875367,0.00016049328618855573,0.0,0.0005746167579399914,0.162285235767701,77,converged_iterate,1615.165477957323,1615.002586875367,0.00016049328618855573,0.0,0.0005746167579399914,0.162285235767701,residual_converged,78,0.6872470395384175,0.696743543900661,0.6872470395384175,0,11,pilot_cv_refined_refit/adaptive_rho_normalized_stagnation_escape_newton5/small_seed_52/lambda_0.22811088413887/result.json,True,True,3305.9904818195373,1.0,1000,20
