data_name,lambda_fuse,lambda_fuse_effective,n_samples,n_eval_samples,n_features,objective_last,neg_loglik_last,primal_residual_last,dual_residual_last,c_td,c_td_train,c_td_test,n_change_points,n_params,result_path,bic,rho,max_admm_iter,clip_eta,scenario,seed,c_td_gap,residual_screen_pass,delta_bic
small_seed_44,0.25,250.0,1000,1000,3,2121.2351515986443,1632.3050635605637,0.4753847639065258,0.0,0.6831201218854822,0.6727100051654783,0.6831201218854822,0,11,outputs/pilot/small_seed_44/lambda_0.25/result.json,3340.595435189931,1.0,1000,20,small,44,-0.010410116720003915,False,0.0
small_seed_45,0.25,250.0,1000,1000,3,2144.180813570033,1630.641006393487,0.482216194579716,0.0,0.6836602852286762,0.6723477773627194,0.6836602852286762,0,11,outputs/pilot/small_seed_45/lambda_0.25/result.json,3337.2673208557776,1.0,1000,20,small,45,-0.011312507865956722,False,0.0
small_seed_46,0.25,250.0,1000,1000,3,2332.887540306374,1636.1401793018197,0.6514863484331849,0.0,0.6723876584044399,0.6897565386276231,0.6723876584044399,0,11,outputs/pilot/small_seed_46/lambda_0.25/result.json,3348.265666672443,1.0,1000,20,small,46,0.01736888022318317,False,0.0
small_seed_47,0.25,250.0,1000,1000,3,2414.167582011575,1630.5061647118716,0.7712043172035836,0.0,0.6722056650046287,0.678471946691083,0.6722056650046287,0,11,outputs/pilot/small_seed_47/lambda_0.25/result.json,3336.997637492547,1.0,1000,20,small,47,0.006266281686454267,False,0.0
small_seed_48,0.25,250.0,1000,1000,3,2052.3690761178163,1643.6380513000122,0.449733638004055,0.0,0.6938537674630874,0.6902827548218325,0.6938537674630874,0,11,outputs/pilot/small_seed_48/lambda_0.25/result.json,3363.261410668828,1.0,1000,20,small,48,-0.0035710126412548115,False,0.0
small_seed_49,0.25,250.0,1000,1000,3,2149.700162394389,1632.8926439296145,0.491330795712161,0.0,0.6728029408597016,0.6897307674317869,0.6728029408597016,0,11,outputs/pilot/small_seed_49/lambda_0.25/result.json,3341.7705959280324,1.0,1000,20,small,49,0.016927826572085247,False,0.0
small_seed_50,0.25,250.0,1000,1000,3,2231.854040631527,1647.5972302492487,0.6297244877448857,0.0,0.680501406905519,0.687815155987582,0.680501406905519,0,11,outputs/pilot/small_seed_50/lambda_0.25/result.json,3371.179768567301,1.0,1000,20,small,50,0.007313749082063059,False,0.0
small_seed_51,0.25,250.0,1000,1000,3,2903.511123387738,1631.588219685599,1.2959998979865426,0.0,0.6743591826786367,0.6966433948568213,0.6743591826786367,0,11,outputs/pilot/small_seed_51/lambda_0.25/result.json,3339.161747440002,1.0,1000,20,small,51,0.022284212178184548,False,0.0
small_seed_52,0.25,250.0,1000,1000,3,2202.290210045237,1604.979780697422,0.7181006902609195,0.0,0.6885352993327423,0.697946999099954,0.6885352993327423,0,11,outputs/pilot/small_seed_52/lambda_0.25/result.json,3285.9448694636476,1.0,1000,20,small,52,0.009411699767211679,False,0.0
small_seed_53,0.25,250.0,1000,1000,3,2112.253003092183,1722.5662055715177,0.368894860653695,0.0,0.67968308096736,0.6815025175247468,0.67968308096736,0,11,outputs/pilot/small_seed_53/lambda_0.25/result.json,3521.1177192118384,1.0,1000,20,small,53,0.001819436557386811,False,0.0
small_seed_54,0.25,250.0,1000,1000,3,2184.73058460545,1582.0921709399431,0.577286068432357,0.0,0.6834179315829407,0.7018917595200196,0.6834179315829407,0,11,outputs/pilot/small_seed_54/lambda_0.25/result.json,3240.16964994869,1.0,1000,20,small,54,0.018473827937078857,False,0.0
small_seed_55,0.25,250.0,1000,1000,3,2165.4573519987466,1585.3875042819827,0.612410295261643,0.0,0.686699303424424,0.6964715373942877,0.686699303424424,0,11,outputs/pilot/small_seed_55/lambda_0.25/result.json,3246.760316632769,1.0,1000,20,small,55,0.009772233969863708,False,0.0
small_seed_56,0.25,250.0,1000,1000,3,2474.609229320223,1599.642443340496,1.0134350120362556,0.0,0.6787827025447936,0.6881853033975405,0.6787827025447936,0,11,outputs/pilot/small_seed_56/lambda_0.25/result.json,3275.270194749796,1.0,1000,20,small,56,0.009402600852746912,False,0.0
small_seed_57,0.25,250.0,1000,1000,3,2260.2474576735467,1660.7375785768736,0.5545213886448419,0.0,0.6932478399682165,0.6832022326777284,0.6932478399682165,0,11,outputs/pilot/small_seed_57/lambda_0.25/result.json,3397.4604652225507,1.0,1000,20,small,57,-0.01004560729048809,False,0.0
small_seed_58,0.25,250.0,1000,1000,3,2655.03941723717,1632.7095401558706,1.017300624418511,0.0,0.68707163970636,0.6734244017293523,0.68707163970636,0,11,outputs/pilot/small_seed_58/lambda_0.25/result.json,3341.404388380545,1.0,1000,20,small,58,-0.013647237977007731,False,0.0
small_seed_59,0.25,250.0,1000,1000,3,2115.5358028180094,1623.1590853956957,0.5386513464471046,0.0,0.6890704426221158,0.6890659274876775,0.6890704426221158,0,11,outputs/pilot/small_seed_59/lambda_0.25/result.json,3322.303478860195,1.0,1000,20,small,59,-4.515134438332069e-06,False,0.0
small_seed_60,0.25,250.0,1000,1000,3,2263.4490270695387,1639.675481886568,0.682099514517162,0.0,0.6930484416255426,0.6726839216322886,0.6930484416255426,0,11,outputs/pilot/small_seed_60/lambda_0.25/result.json,3355.3362718419394,1.0,1000,20,small,60,-0.02036451999325395,False,0.0
small_seed_61,0.25,250.0,1000,1000,3,2992.8224955974233,1618.2070189290723,1.3283195023693892,0.0,0.6842200646721999,0.7108615924419859,0.6842200646721999,0,11,outputs/pilot/small_seed_61/lambda_0.25/result.json,3312.399345926948,1.0,1000,20,small,61,0.02664152776978601,False,0.0
